data,dia_semana,numero_dia_semana,origem,familia_caixa,modelo_caixa,quantidade_caixas,fonte_classificacao,desc_embalagem_original,desc_produto_original
2025-12-16,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-12-09,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-01-06,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-18,quarta-feira,2,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2025-12-31,quarta-feira,2,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-01-13,terça-feira,1,TREB. MINAS,IFCO,6416,3,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-10,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-01-20,terça-feira,1,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-02-03,terça-feira,1,TREB. MINAS,IFCO,6416,0,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2026-01-27,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-01,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-12,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-19,sábado,5,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-09-24,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-29,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-08,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-10-22,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-05,terça-feira,1,TREB. MINAS,IFCO,6416,1,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
2024-11-23,sábado,5,TREB. MINAS,IFCO,6416,2,Desc. Embal.,IFCO BAIXA ST 6416 C/ 20UN,PIMENTA SWEET PALERMO 300GR
