data,origem,familia_caixa,modelo_caixa_previsao,quantidade_caixas,numero_dia_semana,dia_semana
2026-09-17,AGROINDUSTRIA TREBESCHI,HB,623,0.0,3,quinta-feira
2026-08-28,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,4,sexta-feira
2026-08-29,AGROINDUSTRIA TREBESCHI,IFCO,6416,2.0,5,sábado
2026-08-31,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,0,segunda-feira
2026-09-01,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,1,terça-feira
2026-09-02,AGROINDUSTRIA TREBESCHI,IFCO,6416,8.0,2,quarta-feira
2026-09-03,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,3,quinta-feira
2026-09-04,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,4,sexta-feira
2026-09-05,AGROINDUSTRIA TREBESCHI,IFCO,6416,7.0,5,sábado
2026-09-07,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,0,segunda-feira
2026-09-08,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,1,terça-feira
2026-09-09,AGROINDUSTRIA TREBESCHI,IFCO,6416,5.0,2,quarta-feira
2026-09-10,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,3,quinta-feira
2026-09-11,AGROINDUSTRIA TREBESCHI,IFCO,6416,80.0,4,sexta-feira
2026-09-12,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,5,sábado
2026-09-14,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,0,segunda-feira
2026-09-15,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,1,terça-feira
2026-09-16,AGROINDUSTRIA TREBESCHI,IFCO,6416,4.0,2,quarta-feira
2026-09-17,AGROINDUSTRIA TREBESCHI,IFCO,6416,0.0,3,quinta-feira
2026-08-28,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,4,sexta-feira
2026-08-29,AGROINDUSTRIA TREBESCHI,IFCO,6424,20.0,5,sábado
2026-08-31,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,0,segunda-feira
2026-09-01,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,1,terça-feira
2026-09-02,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,2,quarta-feira
2026-09-03,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,3,quinta-feira
2026-09-04,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,4,sexta-feira
2026-09-05,AGROINDUSTRIA TREBESCHI,IFCO,6424,20.0,5,sábado
2026-09-07,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,0,segunda-feira
2026-09-08,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,1,terça-feira
2026-09-09,AGROINDUSTRIA TREBESCHI,IFCO,6424,34.0,2,quarta-feira
2026-09-10,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,3,quinta-feira
2026-09-11,AGROINDUSTRIA TREBESCHI,IFCO,6424,160.0,4,sexta-feira
2026-09-12,AGROINDUSTRIA TREBESCHI,IFCO,6424,20.0,5,sábado
2026-09-14,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,0,segunda-feira
2026-09-15,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,1,terça-feira
2026-09-16,AGROINDUSTRIA TREBESCHI,IFCO,6424,43.0,2,quarta-feira
2026-09-17,AGROINDUSTRIA TREBESCHI,IFCO,6424,0.0,3,quinta-feira
2026-08-28,F. BICAME,HB,623,0.0,4,sexta-feira
2026-08-29,F. BICAME,HB,623,0.0,5,sábado
2026-08-31,F. BICAME,HB,623,0.0,0,segunda-feira
2026-09-01,F. BICAME,HB,623,0.0,1,terça-feira
2026-09-02,F. BICAME,HB,623,0.0,2,quarta-feira
2026-09-03,F. BICAME,HB,623,0.0,3,quinta-feira
2026-09-04,F. BICAME,HB,623,0.0,4,sexta-feira
2026-09-05,F. BICAME,HB,623,0.0,5,sábado
2026-09-07,F. BICAME,HB,623,0.0,0,segunda-feira
2026-09-08,F. BICAME,HB,623,0.0,1,terça-feira
2026-09-09,F. BICAME,HB,623,0.0,2,quarta-feira
2026-09-10,F. BICAME,HB,623,0.0,3,quinta-feira
2026-09-11,F. BICAME,HB,623,0.0,4,sexta-feira
2026-09-12,F. BICAME,HB,623,0.0,5,sábado
2026-09-14,F. BICAME,HB,623,0.0,0,segunda-feira
2026-09-15,F. BICAME,HB,623,0.0,1,terça-feira
2026-09-16,F. BICAME,HB,623,0.0,2,quarta-feira
2026-09-17,F. BICAME,HB,623,0.0,3,quinta-feira
2026-08-28,F. BICAME,IFCO,6424,0.0,4,sexta-feira
2026-08-29,F. BICAME,IFCO,6424,0.0,5,sábado
2026-08-31,F. BICAME,IFCO,6424,0.0,0,segunda-feira
2026-09-01,F. BICAME,IFCO,6424,0.0,1,terça-feira
2026-09-02,F. BICAME,IFCO,6424,403.0,2,quarta-feira
2026-09-03,F. BICAME,IFCO,6424,1537.0,3,quinta-feira
2026-09-04,F. BICAME,IFCO,6424,720.0,4,sexta-feira
2026-09-05,F. BICAME,IFCO,6424,586.0,5,sábado
2026-09-07,F. BICAME,IFCO,6424,0.0,0,segunda-feira
2026-09-08,F. BICAME,IFCO,6424,0.0,1,terça-feira
2026-09-09,F. BICAME,IFCO,6424,440.0,2,quarta-feira
2026-09-10,F. BICAME,IFCO,6424,0.0,3,quinta-feira
2026-09-11,F. BICAME,IFCO,6424,0.0,4,sexta-feira
2026-09-12,F. BICAME,IFCO,6424,453.0,5,sábado
2026-09-14,F. BICAME,IFCO,6424,680.0,0,segunda-feira
2026-09-15,F. BICAME,IFCO,6424,0.0,1,terça-feira
2026-09-16,F. BICAME,IFCO,6424,0.0,2,quarta-feira
2026-09-17,F. BICAME,IFCO,6424,417.0,3,quinta-feira
2026-08-28,PH ALHO/CEBOLA,HB,618,0.0,4,sexta-feira
2026-08-29,PH ALHO/CEBOLA,HB,618,0.0,5,sábado
2026-08-31,PH ALHO/CEBOLA,HB,618,0.0,0,segunda-feira
2026-09-01,PH ALHO/CEBOLA,HB,618,0.0,1,terça-feira
2026-09-02,PH ALHO/CEBOLA,HB,618,0.0,2,quarta-feira
2026-09-03,PH ALHO/CEBOLA,HB,618,0.0,3,quinta-feira
2026-09-04,PH ALHO/CEBOLA,HB,618,3.0,4,sexta-feira
2026-09-05,PH ALHO/CEBOLA,HB,618,0.0,5,sábado
2026-09-07,PH ALHO/CEBOLA,HB,618,0.0,0,segunda-feira
2026-09-08,PH ALHO/CEBOLA,HB,618,0.0,1,terça-feira
2026-09-09,PH ALHO/CEBOLA,HB,618,0.0,2,quarta-feira
2026-09-10,PH ALHO/CEBOLA,HB,618,0.0,3,quinta-feira
2026-09-11,PH ALHO/CEBOLA,HB,618,0.0,4,sexta-feira
2026-09-12,PH ALHO/CEBOLA,HB,618,0.0,5,sábado
2026-09-14,PH ALHO/CEBOLA,HB,618,0.0,0,segunda-feira
2026-09-15,PH ALHO/CEBOLA,HB,618,0.0,1,terça-feira
2026-09-16,PH ALHO/CEBOLA,HB,618,0.0,2,quarta-feira
2026-09-17,PH ALHO/CEBOLA,HB,618,0.0,3,quinta-feira
2026-08-28,PH ALHO/CEBOLA,IFCO,6424,0.0,4,sexta-feira
2026-08-29,PH ALHO/CEBOLA,IFCO,6424,0.0,5,sábado
2026-08-31,PH ALHO/CEBOLA,IFCO,6424,0.0,0,segunda-feira
2026-09-01,PH ALHO/CEBOLA,IFCO,6424,0.0,1,terça-feira
2026-09-02,PH ALHO/CEBOLA,IFCO,6424,0.0,2,quarta-feira
2026-09-03,PH ALHO/CEBOLA,IFCO,6424,0.0,3,quinta-feira
2026-09-04,PH ALHO/CEBOLA,IFCO,6424,0.0,4,sexta-feira
2026-09-05,PH ALHO/CEBOLA,IFCO,6424,0.0,5,sábado
2026-09-07,PH ALHO/CEBOLA,IFCO,6424,0.0,0,segunda-feira
2026-09-08,PH ALHO/CEBOLA,IFCO,6424,0.0,1,terça-feira
2026-09-09,PH ALHO/CEBOLA,IFCO,6424,0.0,2,quarta-feira
2026-09-10,PH ALHO/CEBOLA,IFCO,6424,0.0,3,quinta-feira
2026-09-11,PH ALHO/CEBOLA,IFCO,6424,0.0,4,sexta-feira
2026-09-12,PH ALHO/CEBOLA,IFCO,6424,0.0,5,sábado
2026-09-14,PH ALHO/CEBOLA,IFCO,6424,0.0,0,segunda-feira
2026-09-15,PH ALHO/CEBOLA,IFCO,6424,0.0,1,terça-feira
2026-09-16,PH ALHO/CEBOLA,IFCO,6424,0.0,2,quarta-feira
2026-09-17,PH ALHO/CEBOLA,IFCO,6424,0.0,3,quinta-feira
2026-08-28,PH CASCAVEL,HB,623,0.0,4,sexta-feira
2026-08-29,PH CASCAVEL,HB,623,0.0,5,sábado
2026-08-31,PH CASCAVEL,HB,623,0.0,0,segunda-feira
2026-09-01,PH CASCAVEL,HB,623,0.0,1,terça-feira
2026-09-02,PH CASCAVEL,HB,623,0.0,2,quarta-feira
2026-09-03,PH CASCAVEL,HB,623,0.0,3,quinta-feira
2026-09-04,PH CASCAVEL,HB,623,0.0,4,sexta-feira
2026-09-05,PH CASCAVEL,HB,623,0.0,5,sábado
2026-09-07,PH CASCAVEL,HB,623,0.0,0,segunda-feira
2026-09-08,PH CASCAVEL,HB,623,0.0,1,terça-feira
2026-09-09,PH CASCAVEL,HB,623,0.0,2,quarta-feira
2026-09-10,PH CASCAVEL,HB,623,0.0,3,quinta-feira
2026-09-11,PH CASCAVEL,HB,623,0.0,4,sexta-feira
2026-09-12,PH CASCAVEL,HB,623,0.0,5,sábado
2026-09-14,PH CASCAVEL,HB,623,0.0,0,segunda-feira
2026-09-15,PH CASCAVEL,HB,623,0.0,1,terça-feira
2026-09-16,PH CASCAVEL,HB,623,0.0,2,quarta-feira
2026-09-17,PH CASCAVEL,HB,623,0.0,3,quinta-feira
2026-08-28,PH CASCAVEL,IFCO,6424,0.0,4,sexta-feira
2026-08-29,PH CASCAVEL,IFCO,6424,220.0,5,sábado
2026-08-31,PH CASCAVEL,IFCO,6424,0.0,0,segunda-feira
2026-09-01,PH CASCAVEL,IFCO,6424,230.0,1,terça-feira
2026-09-02,PH CASCAVEL,IFCO,6424,0.0,2,quarta-feira
2026-09-03,PH CASCAVEL,IFCO,6424,0.0,3,quinta-feira
2026-09-04,PH CASCAVEL,IFCO,6424,0.0,4,sexta-feira
2026-09-05,PH CASCAVEL,IFCO,6424,0.0,5,sábado
2026-09-07,PH CASCAVEL,IFCO,6424,0.0,0,segunda-feira
2026-09-08,PH CASCAVEL,IFCO,6424,0.0,1,terça-feira
2026-09-09,PH CASCAVEL,IFCO,6424,0.0,2,quarta-feira
2026-09-10,PH CASCAVEL,IFCO,6424,0.0,3,quinta-feira
2026-09-11,PH CASCAVEL,IFCO,6424,0.0,4,sexta-feira
2026-09-12,PH CASCAVEL,IFCO,6424,0.0,5,sábado
2026-09-14,PH CASCAVEL,IFCO,6424,0.0,0,segunda-feira
2026-09-15,PH CASCAVEL,IFCO,6424,0.0,1,terça-feira
2026-09-16,PH CASCAVEL,IFCO,6424,0.0,2,quarta-feira
2026-09-17,PH CASCAVEL,IFCO,6424,0.0,3,quinta-feira
2026-08-28,PH CORUMBA (PF),HB,618,0.0,4,sexta-feira
2026-08-29,PH CORUMBA (PF),HB,618,0.0,5,sábado
2026-08-31,PH CORUMBA (PF),HB,618,0.0,0,segunda-feira
2026-09-01,PH CORUMBA (PF),HB,618,0.0,1,terça-feira
2026-09-02,PH CORUMBA (PF),HB,618,0.0,2,quarta-feira
2026-09-03,PH CORUMBA (PF),HB,618,0.0,3,quinta-feira
2026-09-04,PH CORUMBA (PF),HB,618,0.0,4,sexta-feira
2026-09-05,PH CORUMBA (PF),HB,618,0.0,5,sábado
2026-09-07,PH CORUMBA (PF),HB,618,0.0,0,segunda-feira
2026-09-08,PH CORUMBA (PF),HB,618,0.0,1,terça-feira
2026-09-09,PH CORUMBA (PF),HB,618,0.0,2,quarta-feira
2026-09-10,PH CORUMBA (PF),HB,618,0.0,3,quinta-feira
2026-09-11,PH CORUMBA (PF),HB,618,0.0,4,sexta-feira
2026-09-12,PH CORUMBA (PF),HB,618,0.0,5,sábado
2026-09-14,PH CORUMBA (PF),HB,618,0.0,0,segunda-feira
2026-09-15,PH CORUMBA (PF),HB,618,0.0,1,terça-feira
2026-09-16,PH CORUMBA (PF),HB,618,0.0,2,quarta-feira
2026-09-17,PH CORUMBA (PF),HB,618,0.0,3,quinta-feira
2026-08-28,PH CORUMBA (PF),HB,623,0.0,4,sexta-feira
2026-08-29,PH CORUMBA (PF),HB,623,1260.0,5,sábado
2026-08-31,PH CORUMBA (PF),HB,623,0.0,0,segunda-feira
2026-09-01,PH CORUMBA (PF),HB,623,1260.0,1,terça-feira
2026-09-02,PH CORUMBA (PF),HB,623,1260.0,2,quarta-feira
2026-09-03,PH CORUMBA (PF),HB,623,360.0,3,quinta-feira
2026-09-04,PH CORUMBA (PF),HB,623,0.0,4,sexta-feira
2026-09-05,PH CORUMBA (PF),HB,623,0.0,5,sábado
2026-09-07,PH CORUMBA (PF),HB,623,0.0,0,segunda-feira
2026-09-08,PH CORUMBA (PF),HB,623,630.0,1,terça-feira
2026-09-09,PH CORUMBA (PF),HB,623,0.0,2,quarta-feira
2026-09-10,PH CORUMBA (PF),HB,623,1950.0,3,quinta-feira
2026-09-11,PH CORUMBA (PF),HB,623,0.0,4,sexta-feira
2026-09-12,PH CORUMBA (PF),HB,623,640.0,5,sábado
2026-09-14,PH CORUMBA (PF),HB,623,630.0,0,segunda-feira
2026-09-15,PH CORUMBA (PF),HB,623,0.0,1,terça-feira
2026-09-16,PH CORUMBA (PF),HB,623,1000.0,2,quarta-feira
2026-09-17,PH CORUMBA (PF),HB,623,1320.0,3,quinta-feira
2026-08-28,PH CORUMBA (PF),IFCO,6424,2491.0,4,sexta-feira
2026-08-29,PH CORUMBA (PF),IFCO,6424,0.0,5,sábado
2026-08-31,PH CORUMBA (PF),IFCO,6424,0.0,0,segunda-feira
2026-09-01,PH CORUMBA (PF),IFCO,6424,0.0,1,terça-feira
2026-09-02,PH CORUMBA (PF),IFCO,6424,0.0,2,quarta-feira
2026-09-03,PH CORUMBA (PF),IFCO,6424,960.0,3,quinta-feira
2026-09-04,PH CORUMBA (PF),IFCO,6424,240.0,4,sexta-feira
2026-09-05,PH CORUMBA (PF),IFCO,6424,397.0,5,sábado
2026-09-07,PH CORUMBA (PF),IFCO,6424,0.0,0,segunda-feira
2026-09-08,PH CORUMBA (PF),IFCO,6424,0.0,1,terça-feira
2026-09-09,PH CORUMBA (PF),IFCO,6424,1170.0,2,quarta-feira
2026-09-10,PH CORUMBA (PF),IFCO,6424,900.0,3,quinta-feira
2026-09-11,PH CORUMBA (PF),IFCO,6424,915.0,4,sexta-feira
2026-09-12,PH CORUMBA (PF),IFCO,6424,900.0,5,sábado
2026-09-14,PH CORUMBA (PF),IFCO,6424,850.0,0,segunda-feira
2026-09-15,PH CORUMBA (PF),IFCO,6424,0.0,1,terça-feira
2026-09-16,PH CORUMBA (PF),IFCO,6424,900.0,2,quarta-feira
2026-09-17,PH CORUMBA (PF),IFCO,6424,1260.0,3,quinta-feira
2026-08-28,PH SUL (PF),HB,623,60.0,4,sexta-feira
2026-08-29,PH SUL (PF),HB,623,56.0,5,sábado
2026-08-31,PH SUL (PF),HB,623,0.0,0,segunda-feira
2026-09-01,PH SUL (PF),HB,623,0.0,1,terça-feira
2026-09-02,PH SUL (PF),HB,623,0.0,2,quarta-feira
2026-09-03,PH SUL (PF),HB,623,0.0,3,quinta-feira
2026-09-04,PH SUL (PF),HB,623,0.0,4,sexta-feira
2026-09-05,PH SUL (PF),HB,623,0.0,5,sábado
2026-09-07,PH SUL (PF),HB,623,0.0,0,segunda-feira
2026-09-08,PH SUL (PF),HB,623,0.0,1,terça-feira
2026-09-09,PH SUL (PF),HB,623,0.0,2,quarta-feira
2026-09-10,PH SUL (PF),HB,623,0.0,3,quinta-feira
2026-09-11,PH SUL (PF),HB,623,0.0,4,sexta-feira
2026-09-12,PH SUL (PF),HB,623,0.0,5,sábado
2026-09-14,PH SUL (PF),HB,623,0.0,0,segunda-feira
2026-09-15,PH SUL (PF),HB,623,0.0,1,terça-feira
2026-09-16,PH SUL (PF),HB,623,0.0,2,quarta-feira
2026-09-17,PH SUL (PF),HB,623,0.0,3,quinta-feira
2026-08-28,PH SUL (PF),IFCO,6424,0.0,4,sexta-feira
2026-08-29,PH SUL (PF),IFCO,6424,0.0,5,sábado
2026-08-31,PH SUL (PF),IFCO,6424,0.0,0,segunda-feira
2026-09-01,PH SUL (PF),IFCO,6424,0.0,1,terça-feira
2026-09-02,PH SUL (PF),IFCO,6424,0.0,2,quarta-feira
2026-09-03,PH SUL (PF),IFCO,6424,0.0,3,quinta-feira
2026-09-04,PH SUL (PF),IFCO,6424,0.0,4,sexta-feira
2026-09-05,PH SUL (PF),IFCO,6424,0.0,5,sábado
2026-09-07,PH SUL (PF),IFCO,6424,0.0,0,segunda-feira
2026-09-08,PH SUL (PF),IFCO,6424,0.0,1,terça-feira
2026-09-09,PH SUL (PF),IFCO,6424,0.0,2,quarta-feira
2026-09-10,PH SUL (PF),IFCO,6424,0.0,3,quinta-feira
2026-09-11,PH SUL (PF),IFCO,6424,0.0,4,sexta-feira
2026-09-12,PH SUL (PF),IFCO,6424,0.0,5,sábado
2026-09-14,PH SUL (PF),IFCO,6424,0.0,0,segunda-feira
2026-09-15,PH SUL (PF),IFCO,6424,0.0,1,terça-feira
2026-09-16,PH SUL (PF),IFCO,6424,0.0,2,quarta-feira
2026-09-17,PH SUL (PF),IFCO,6424,0.0,3,quinta-feira
2026-08-28,PH UBAJARA,HB,618,0.0,4,sexta-feira
2026-08-29,PH UBAJARA,HB,618,275.0,5,sábado
2026-08-31,PH UBAJARA,HB,618,0.0,0,segunda-feira
2026-09-01,PH UBAJARA,HB,618,104.0,1,terça-feira
2026-09-02,PH UBAJARA,HB,618,0.0,2,quarta-feira
2026-09-03,PH UBAJARA,HB,618,118.0,3,quinta-feira
2026-09-04,PH UBAJARA,HB,618,0.0,4,sexta-feira
2026-09-05,PH UBAJARA,HB,618,334.0,5,sábado
2026-09-07,PH UBAJARA,HB,618,0.0,0,segunda-feira
2026-09-08,PH UBAJARA,HB,618,0.0,1,terça-feira
2026-09-09,PH UBAJARA,HB,618,165.0,2,quarta-feira
2026-09-10,PH UBAJARA,HB,618,117.0,3,quinta-feira
2026-09-11,PH UBAJARA,HB,618,0.0,4,sexta-feira
2026-09-12,PH UBAJARA,HB,618,413.0,5,sábado
2026-09-14,PH UBAJARA,HB,618,0.0,0,segunda-feira
2026-09-15,PH UBAJARA,HB,618,127.0,1,terça-feira
2026-09-16,PH UBAJARA,HB,618,149.0,2,quarta-feira
2026-09-17,PH UBAJARA,HB,618,0.0,3,quinta-feira
2026-08-28,PH UBAJARA,HB,623,0.0,4,sexta-feira
2026-08-29,PH UBAJARA,HB,623,35.0,5,sábado
2026-08-31,PH UBAJARA,HB,623,0.0,0,segunda-feira
2026-09-01,PH UBAJARA,HB,623,30.0,1,terça-feira
2026-09-02,PH UBAJARA,HB,623,0.0,2,quarta-feira
2026-09-03,PH UBAJARA,HB,623,2.0,3,quinta-feira
2026-09-04,PH UBAJARA,HB,623,0.0,4,sexta-feira
2026-09-05,PH UBAJARA,HB,623,82.0,5,sábado
2026-09-07,PH UBAJARA,HB,623,0.0,0,segunda-feira
2026-09-08,PH UBAJARA,HB,623,0.0,1,terça-feira
2026-09-09,PH UBAJARA,HB,623,35.0,2,quarta-feira
2026-09-10,PH UBAJARA,HB,623,46.0,3,quinta-feira
2026-09-11,PH UBAJARA,HB,623,0.0,4,sexta-feira
2026-09-12,PH UBAJARA,HB,623,63.0,5,sábado
2026-09-14,PH UBAJARA,HB,623,0.0,0,segunda-feira
2026-09-15,PH UBAJARA,HB,623,43.0,1,terça-feira
2026-09-16,PH UBAJARA,HB,623,1.0,2,quarta-feira
2026-09-17,PH UBAJARA,HB,623,0.0,3,quinta-feira
2026-08-28,PH UBAJARA,IFCO,6416,148.0,4,sexta-feira
2026-08-29,PH UBAJARA,IFCO,6416,46.0,5,sábado
2026-08-31,PH UBAJARA,IFCO,6416,191.0,0,segunda-feira
2026-09-01,PH UBAJARA,IFCO,6416,26.0,1,terça-feira
2026-09-02,PH UBAJARA,IFCO,6416,0.0,2,quarta-feira
2026-09-03,PH UBAJARA,IFCO,6416,188.0,3,quinta-feira
2026-09-04,PH UBAJARA,IFCO,6416,126.0,4,sexta-feira
2026-09-05,PH UBAJARA,IFCO,6416,0.0,5,sábado
2026-09-07,PH UBAJARA,IFCO,6416,0.0,0,segunda-feira
2026-09-08,PH UBAJARA,IFCO,6416,279.0,1,terça-feira
2026-09-09,PH UBAJARA,IFCO,6416,6.0,2,quarta-feira
2026-09-10,PH UBAJARA,IFCO,6416,352.0,3,quinta-feira
2026-09-11,PH UBAJARA,IFCO,6416,0.0,4,sexta-feira
2026-09-12,PH UBAJARA,IFCO,6416,116.0,5,sábado
2026-09-14,PH UBAJARA,IFCO,6416,40.0,0,segunda-feira
2026-09-15,PH UBAJARA,IFCO,6416,24.0,1,terça-feira
2026-09-16,PH UBAJARA,IFCO,6416,0.0,2,quarta-feira
2026-09-17,PH UBAJARA,IFCO,6416,536.0,3,quinta-feira
2026-08-28,PH UBAJARA,IFCO,6420,0.0,4,sexta-feira
2026-08-29,PH UBAJARA,IFCO,6420,0.0,5,sábado
2026-08-31,PH UBAJARA,IFCO,6420,0.0,0,segunda-feira
2026-09-01,PH UBAJARA,IFCO,6420,0.0,1,terça-feira
2026-09-02,PH UBAJARA,IFCO,6420,0.0,2,quarta-feira
2026-09-03,PH UBAJARA,IFCO,6420,5.0,3,quinta-feira
2026-09-04,PH UBAJARA,IFCO,6420,0.0,4,sexta-feira
2026-09-05,PH UBAJARA,IFCO,6420,0.0,5,sábado
2026-09-07,PH UBAJARA,IFCO,6420,0.0,0,segunda-feira
2026-09-08,PH UBAJARA,IFCO,6420,0.0,1,terça-feira
2026-09-09,PH UBAJARA,IFCO,6420,0.0,2,quarta-feira
2026-09-10,PH UBAJARA,IFCO,6420,8.0,3,quinta-feira
2026-09-11,PH UBAJARA,IFCO,6420,0.0,4,sexta-feira
2026-09-12,PH UBAJARA,IFCO,6420,0.0,5,sábado
2026-09-14,PH UBAJARA,IFCO,6420,0.0,0,segunda-feira
2026-09-15,PH UBAJARA,IFCO,6420,0.0,1,terça-feira
2026-09-16,PH UBAJARA,IFCO,6420,0.0,2,quarta-feira
2026-09-17,PH UBAJARA,IFCO,6420,10.0,3,quinta-feira
2026-08-28,PH UBAJARA,IFCO,6424,4.0,4,sexta-feira
2026-08-29,PH UBAJARA,IFCO,6424,265.0,5,sábado
2026-08-31,PH UBAJARA,IFCO,6424,268.0,0,segunda-feira
2026-09-01,PH UBAJARA,IFCO,6424,494.0,1,terça-feira
2026-09-02,PH UBAJARA,IFCO,6424,0.0,2,quarta-feira
2026-09-03,PH UBAJARA,IFCO,6424,159.0,3,quinta-feira
2026-09-04,PH UBAJARA,IFCO,6424,6.0,4,sexta-feira
2026-09-05,PH UBAJARA,IFCO,6424,177.0,5,sábado
2026-09-07,PH UBAJARA,IFCO,6424,0.0,0,segunda-feira
2026-09-08,PH UBAJARA,IFCO,6424,229.0,1,terça-feira
2026-09-09,PH UBAJARA,IFCO,6424,200.0,2,quarta-feira
2026-09-10,PH UBAJARA,IFCO,6424,107.0,3,quinta-feira
2026-09-11,PH UBAJARA,IFCO,6424,0.0,4,sexta-feira
2026-09-12,PH UBAJARA,IFCO,6424,256.0,5,sábado
2026-09-14,PH UBAJARA,IFCO,6424,513.0,0,segunda-feira
2026-09-15,PH UBAJARA,IFCO,6424,113.0,1,terça-feira
2026-09-16,PH UBAJARA,IFCO,6424,70.0,2,quarta-feira
2026-09-17,PH UBAJARA,IFCO,6424,341.0,3,quinta-feira
2026-08-28,TREB. CEARA,HB,618,0.0,4,sexta-feira
2026-08-29,TREB. CEARA,HB,618,15.0,5,sábado
2026-08-31,TREB. CEARA,HB,618,0.0,0,segunda-feira
2026-09-01,TREB. CEARA,HB,618,0.0,1,terça-feira
2026-09-02,TREB. CEARA,HB,618,0.0,2,quarta-feira
2026-09-03,TREB. CEARA,HB,618,0.0,3,quinta-feira
2026-09-04,TREB. CEARA,HB,618,0.0,4,sexta-feira
2026-09-05,TREB. CEARA,HB,618,0.0,5,sábado
2026-09-07,TREB. CEARA,HB,618,0.0,0,segunda-feira
